Time (sec),Axis0 Target Position (m),Axis0 Actual Position (m),Axis0 Target Velocity (m/s),Axis0 Actual Velocity (m/s),Axis0 Control Output (%),Axis0 Status Bits
3.775,14.8769188,14.93752,-3.46382642,-3.94488049,-13.8392038,16#0C202000
3.776,14.8734312,14.9339371,-3.51194191,-4.07062101,-14.0466928,16#0C202000
3.777,14.869895,14.930748,-3.56002283,-4.22947788,-14.3749952,16#0C202000
3.778,14.8663111,14.9257479,-3.60806847,-4.37403679,-14.5960665,16#0C202000
3.779,14.8626795,14.9218903,-3.65607834,-4.4371233,-14.8737535,16#0C202000
3.78,14.8589993,14.9170866,-3.70405245,-4.41146326,-15.0935678,16#0C202000
3.781,14.8552713,14.9124804,-3.75198984,-4.34465981,-15.3045321,16#0C202000
3.782,14.8514957,14.9079132,-3.79989028,-4.29525852,-15.5177221,16#0C202000
3.783,14.8476715,14.9023628,-3.84775305,-4.30491734,-15.6394739,16#0C202000
3.784,14.8437996,14.8976774,-3.89557815,-4.3909049,-15.798646,16#0C202000
3.785,14.8398809,14.8947248,-3.94336462,-4.53442907,-16.1501617,16#0C202000
3.786,14.8359137,14.8891344,-3.99111199,-4.66801023,-16.3529472,16#0C202000
3.787,14.8318987,14.8844099,-4.03882027,-4.72591162,-16.5628662,16#0C202000
3.788,14.827836,14.8798037,-4.08648872,-4.71072626,-16.7915535,16#0C202000
3.789,14.8237257,14.8750792,-4.13411665,-4.67051506,-17.0223885,16#0C202000
3.79,14.8195677,14.8699217,-4.18170357,-4.64336967,-17.2156601,16#0C202000
3.791,14.815362,14.8645668,-4.22924948,-4.65150023,-17.3725471,16#0C202000
3.792,14.8111095,14.8601971,-4.2767539,-4.70731068,-17.6088257,16#0C202000
3.793,14.8068085,14.8546848,-4.32421589,-4.80078554,-17.7803612,16#0C202000
3.794,14.8024607,14.8505516,-4.37163496,-4.89957523,-18.054512,16#0C202000
3.795,14.7980661,14.8447247,-4.41901112,-4.97127676,-18.222847,16#0C202000
3.796,14.793623,14.8394098,-4.4663434,-5.00830173,-18.3870506,16#0C202000
3.797,14.7891331,14.8342524,-4.5136323,-5.03407478,-18.5674667,16#0C202000
3.798,14.7845955,14.8294487,-4.56087589,-5.07303667,-18.7945557,16#0C202000
3.799,14.7800112,14.8235826,-4.60807467,-5.12335491,-18.9468346,16#0C202000
3.8,14.7753801,14.8183069,-4.65522814,-5.17457199,-19.1192284,16#0C202000
3.801,14.7707014,14.8137407,-4.70233583,-5.22411346,-19.3751488,16#0C202000
3.802,14.765975,14.8077164,-4.7493968,-5.26381874,-19.5379829,16#0C202000
3.803,14.7612028,14.8018503,-4.79641104,-5.28841877,-19.6688766,16#0C202000
3.804,14.7563829,14.7964573,-4.84337759,-5.31780863,-19.8316765,16#0C202000
3.805,14.7515163,14.791378,-4.89029694,-5.37261248,-20.045681,16#0C202000
3.806,14.7466021,14.7853546,-4.93716764,-5.44176197,-20.1990166,16#0C202000
3.807,14.741642,14.7793312,-4.98398972,-5.50442505,-20.3225365,16#0C202000
3.808,14.7366343,14.7735825,-5.03076267,-5.56285048,-20.4597931,16#0C202000
3.809,14.7315807,14.7676773,-5.07748556,-5.63110542,-20.5922623,16#0C202000
3.81,14.7264795,14.7614965,-5.12415886,-5.7117219,-20.6984253,16#0C202000
3.811,14.7213326,14.7557087,-5.17078114,-5.79733849,-20.8315239,16#0C202000
3.812,14.7161379,14.7499609,-5.21735287,-5.87660122,-20.986412,16#0C202000
3.813,14.7108974,14.7435436,-5.26387262,-5.93568325,-21.0910072,16#0C202000
3.814,14.7056103,14.7388983,-5.31034088,-5.96441889,-21.3443451,16#0C202000
3.815,14.7002773,14.732008,-5.35675621,-5.95669746,-21.4632301,16#0C202000
3.816,14.6948977,14.7254725,-5.40311909,-5.92240667,-21.546936,16#0C202000
3.817,14.6894712,14.7201576,-5.44942856,-5.89952946,-21.7336464,16#0C202000
3.818,14.6839981,14.714488,-5.49568415,-5.91380167,-21.9453087,16#0C202000
3.819,14.6784801,14.7067327,-5.54188585,-5.95140362,-21.970562,16#0C202000
3.82,14.6729145,14.7009449,-5.58803225,-6.00553846,-22.0893669,16#0C202000
3.821,14.667304,14.6957874,-5.6341238,-6.08646297,-22.3235512,16#0C202000
3.822,14.6616468,14.6882677,-5.68016005,-6.17416668,-22.3938179,16#0C202000
3.823,14.6559439,14.6818504,-5.72614002,-6.23888302,-22.4855881,16#0C202000
3.824,14.6501951,14.6775198,-5.77206326,-6.27987337,-22.7957878,16#0C202000
3.825,14.6443996,14.6674023,-5.81792974,-6.30287218,-22.6642036,16#0C202000
3.826,14.6385593,14.66189,-5.86373854,-6.33352184,-22.7438164,16#0C202000
3.827,14.6326723,14.6561813,-5.90949011,-6.41802931,-22.9219131,16#0C202000
3.828,14.6267405,14.6500006,-5.95518255,-6.53828239,-23.1110077,16#0C202000
3.829,14.6207619,14.6429529,-6.00081682,-6.61371469,-23.2253609,16#0C202000
3.83,14.6147385,14.6375589,-6.04639149,-6.60156059,-23.4638367,16#0C202000
3.831,14.6086693,14.6314173,-6.09190655,-6.51604128,-23.7009125,16#0C202000
3.832,14.6025553,14.6239767,-6.13736153,-6.39038229,-23.8145447,16#0C202000
3.833,14.5963955,14.6161423,-6.18275642,-6.28446245,-23.8260384,16#0C202000
3.834,14.5901899,14.6102362,-6.22808981,-6.27869558,-23.97295,16#0C202000
3.835,14.5839396,14.6033859,-6.27336168,-6.40103245,-24.1046677,16#0C202000
3.836,14.5776434,14.5961809,-6.31857157,-6.59405947,-24.1970024,16#0C202000
3.837,14.5713024,14.5900002,-6.36371946,-6.7760396,-24.3711128,16#0C202000
3.838,14.5649157,14.5817719,-6.40880442,-6.89999437,-24.3935204,16#0C202000
3.839,14.558485,14.5740948,-6.45382595,-6.97187567,-24.3899689,16#0C202000
3.84,14.5520086,14.5672445,-6.49878359,-7.03771925,-24.4556084,16#0C202000
3.841,14.5454874,14.5622444,-6.54367781,-7.11776733,-24.7424774,16#0C202000
3.842,14.5389214,14.553504,-6.5885067,-7.16531038,-24.7888756,16#0C202000
3.843,14.5323105,14.5464172,-6.63327122,-7.14072943,-24.8691559,16#0C202000
3.844,14.5256548,14.540906,-6.67796993,-7.07361794,-25.1248322,16#0C202000
3.845,14.5189552,14.5342913,-6.72260237,-6.99693108,-25.3723679,16#0C202000
3.846,14.5122099,14.5263386,-6.767169,-6.903965,-25.4894028,16#0C202000
3.847,14.5054207,14.5192127,-6.81166887,-6.81034184,-25.6197243,16#0C202000
3.848,14.4985867,14.5132675,-6.85610104,-6.76609039,-25.8761253,16#0C202000
3.849,14.4917088,14.5048819,-6.90046597,-6.79040051,-25.9670982,16#0C202000
3.85,14.484786,14.499095,-6.94476271,-6.85996389,-26.2253685,16#0C202000
3.851,14.4778194,14.4883471,-6.98899078,-6.9570775,-26.0944481,16#0C202000
3.852,14.470808,14.4809446,-7.0331502,-7.10592604,-26.0806427,16#0C202000
3.853,14.4637537,14.4745274,-7.07723999,-7.33861399,-26.2289276,16#0C202000
3.854,14.4566545,14.4676771,-7.12125969,-7.60434484,-26.4267044,16#0C202000
3.855,14.4495106,14.4598427,-7.16520929,-7.77831745,-26.5594368,16#0C202000
3.856,14.4423237,14.4534254,-7.20908833,-7.78272152,-26.7987823,16#0C202000
3.857,14.4350929,14.4458265,-7.25289583,-7.63768721,-26.9850273,16#0C202000
3.858,14.4278183,14.4368896,-7.29663229,-7.42683411,-27.0158424,16#0C202000
3.859,14.4204998,14.4305906,-7.34029627,-7.25955963,-27.222744,16#0C202000
3.86,14.4131384,14.4232683,-7.38388824,-7.20606089,-27.4294014,16#0C202000
3.861,14.4057322,14.4128351,-7.42740679,-7.26109743,-27.3364372,16#0C202000
3.862,14.398283,14.4069691,-7.47085238,-7.40156507,-27.5287132,16#0C202000
3.863,14.3907909,14.3991337,-7.51422453,-7.6003952,-27.6875038,16#0C202000
3.864,14.383255,14.3905125,-7.55752182,-7.78910398,-27.7552719,16#0C202000
3.865,14.3756762,14.3828745,-7.6007452,-7.90829706,-27.872776,16#0C202000
3.866,14.3680534,14.3766537,-7.64389324,-7.95035028,-28.1592445,16#0C202000
3.867,14.3603888,14.368268,-7.68696594,-7.91524982,-28.3307114,16#0C202000
3.868,14.3526802,14.3585825,-7.72996235,-7.81694984,-28.316864,16#0C202000
3.869,14.3449287,14.3506298,-7.77288294,-7.73456001,-28.3741608,16#0C202000
3.87,14.3371344,14.3425589,-7.81572676,-7.76159811,-28.461586,16#0C202000
3.871,14.329298,14.3357086,-7.85849333,-7.90098524,-28.6877861,16#0C202000
3.872,14.3214178,14.3272448,-7.90118217,-8.06071758,-28.8362198,16#0C202000
3.873,14.3134956,14.3197641,-7.9437933,-8.14561367,-29.0421715,16#0C202000
3.874,14.3055305,14.3105516,-7.98632622,-8.13220596,-29.11446,16#0C202000
3.875,14.2975225,14.3031101,-8.02877998,-8.06798267,-29.2903786,16#0C202000
3.876,14.2894735,14.2944098,-8.07115459,-8.01726532,-29.4034424,16#0C202000
3.877,14.2813807,14.2852755,-8.1134491,-8.01945114,-29.4436646,16#0C202000
3.878,14.2732468,14.2792521,-8.15566444,-8.08075714,-29.7509651,16#0C202000
3.879,14.26507,14.269803,-8.19779873,-8.16431236,-29.8737373,16#0C202000
3.88,14.2568512,14.2634649,-8.23985195,-8.20774651,-30.2037163,16#0C202000
3.881,14.2485905,14.2518501,-8.28182411,-8.18821049,-30.1359901,16#0C202000
3.882,14.2402878,14.2439375,-8.32371521,-8.16306591,-30.2160645,16#0C202000
3.883,14.2319431,14.2359056,-8.36552334,-8.21720886,-30.3679276,16#0C202000
3.884,14.2235565,14.2260628,-8.4072485,-8.36563683,-30.3856964,16#0C202000
3.885,14.2151289,14.2157087,-8.44889164,-8.56406593,-30.2834778,16#0C202000
3.886,14.2066593,14.2110243,-8.49045086,-8.77197266,-30.6716728,16#0C202000
3.887,14.1981487,14.2002754,-8.53192616,-8.92202568,-30.7393608,16#0C202000
3.888,14.1895962,14.1896849,-8.57331753,-8.94869709,-30.6517944,16#0C202000
3.889,14.1810017,14.1844101,-8.61462498,-8.88665295,-31.0010948,16#0C202000
3.89,14.1723671,14.1756697,-8.6558466,-8.79645729,-31.2542343,16#0C202000
3.891,14.1636906,14.1650791,-8.69698238,-8.67446995,-31.2791786,16#0C202000
3.892,14.154973,14.1588974,-8.73803329,-8.53509235,-31.6136169,16#0C202000
3.893,14.1462145,14.1505117,-8.77899742,-8.42393494,-31.9059563,16#0C202000
3.894,14.1374149,14.1401577,-8.81987476,-8.3481369,-31.9880867,16#0C202000
3.895,14.1285753,14.1318111,-8.86066532,-8.31756687,-32.1553078,16#0C202000
3.896,14.1196938,14.1235437,-8.90136814,-8.36853409,-32.3803864,16#0C202000
3.897,14.1107731,14.1130714,-8.94198418,-8.50054741,-32.4257126,16#0C202000
3.898,14.1018105,14.1042519,-8.98251057,-8.68041897,-32.537899,16#0C202000
3.899,14.0928078,14.0944099,-9.02294922,-8.88627243,-32.5899162,16#0C202000
3.9,14.083765,14.0851183,-9.06329823,-9.09889793,-32.6659355,16#0C202000
3.901,14.0746813,14.0752754,-9.10355854,-9.29172516,-32.7043648,16#0C202000
3.902,14.0655584,14.0682287,-9.14372826,-9.43299007,-32.9981995,16#0C202000
3.903,14.0563946,14.0581102,-9.18380833,-9.4783287,-33.1355858,16#0C202000
3.904,14.0471907,14.0475197,-9.22379684,-9.41100025,-33.1455688,16#0C202000
3.905,14.0379467,14.0369692,-9.26369476,-9.30594444,-33.0929756,16#0C202000
3.906,14.0286636,14.0285826,-9.30350208,-9.28239918,-33.2198143,16#0C202000
3.907,14.0193405,14.0188589,-9.3432169,-9.37766647,-33.3170204,16#0C202000
3.908,14.0099773,14.0112991,-9.3828392,-9.51393032,-33.612812,16#0C202000
3.909,14.0005751,14.0001183,-9.422369,-9.58367252,-33.6675568,16#0C202000
3.91,13.9911327,13.9927559,-9.4618063,-9.5426836,-33.9674149,16#0C202000
3.911,13.9816513,13.982914,-9.50115013,-9.41782284,-34.1629677,16#0C202000
3.912,13.9721308,13.9739761,-9.54039955,-9.25723743,-34.3942108,16#0C202000
3.913,13.9625711,13.9612598,-9.57955551,-9.12569046,-34.2801323,16#0C202000
3.914,13.9529724,13.9512997,-9.61861706,-9.12444401,-34.249424,16#0C202000
3.915,13.9433336,13.9417324,-9.65758324,-9.3287344,-34.3047104,16#0C202000
3.916,13.9336576,13.9317722,-9.69645405,-9.690135,-34.3710747,16#0C202000
3.917,13.9239416,13.92311,-9.73522949,-10.0520735,-34.5733795,16#0C202000
3.918,13.9141874,13.9144888,-9.77390862,-10.2543478,-34.8574867,16#0C202000
3.919,13.9043941,13.9048824,-9.81249142,-10.2110748,-35.0945358,16#0C202000
3.92,13.8945627,13.8932676,-9.85097694,-9.95885181,-35.114212,16#0C202000
3.921,13.8846922,13.8855124,-9.8893652,-9.64844608,-35.3955231,16#0C202000
3.922,13.8747835,13.8742132,-9.92765617,-9.43260098,-35.477375,16#0C202000
3.923,13.8648376,13.8630714,-9.96584988,-9.38095474,-35.4693565,16#0C202000
3.924,13.8548527,13.8548822,-10.0039444,-9.49844265,-35.7033882,16#0C202000
3.925,13.8448296,13.8446064,-10.0419397,-9.72515011,-35.8692818,16#0C202000
3.926,13.8347692,13.8321657,-10.0798368,-9.95574284,-35.7904663,16#0C202000
3.927,13.8246698,13.8224802,-10.1176348,-10.1422749,-35.8498688,16#0C202000
3.928,13.8145342,13.8131495,-10.1553316,-10.3015699,-36.0216942,16#0C202000
3.929,13.8043594,13.8040943,-10.1929293,-10.4120178,-36.2853737,16#0C202000
3.93,13.7941484,13.7928352,-10.2304258,-10.4109669,-36.3880272,16#0C202000
3.931,13.7838993,13.7838192,-10.2678213,-10.2895613,-36.6256409,16#0C202000
3.932,13.773613,13.7704334,-10.3051157,-10.1255236,-36.5140076,16#0C202000
3.933,13.7632895,13.7627163,-10.342309,-10.0292034,-36.767971,16#0C202000
3.934,13.7529287,13.7511816,-10.3793993,-10.0555534,-36.8519096,16#0C202000
3.935,13.7425308,13.7429533,-10.4163876,-10.1577606,-37.1695404,16#0C202000
3.936,13.7320967,13.730669,-10.4532728,-10.246088,-37.2226791,16#0C202000
3.937,13.7216244,13.7202368,-10.4900551,-10.2846546,-37.3160706,16#0C202000
3.938,13.7111168,13.7098036,-10.5267334,-10.3107882,-37.4341736,16#0C202000
3.939,13.7005711,13.7012596,-10.5633087,-10.357089,-37.7536011,16#0C202000
3.94,13.68999,13.6861029,-10.5997791,-10.4097528,-37.5412331,16#0C202000
3.941,13.6793718,13.6774807,-10.6361446,-10.4802113,-37.6791916,16#0C202000
3.942,13.6687183,13.6669292,-10.6724052,-10.6074142,-37.8221855,16#0C202000
3.943,13.6580276,13.6553545,-10.7085609,-10.7641592,-37.8715439,16#0C202000
3.944,13.6473017,13.6451578,-10.7446108,-10.8804035,-38.007328,16#0C202000
3.945,13.6365385,13.6342525,-10.7805548,-10.9262476,-38.1243362,16#0C202000
3.946,13.6257401,13.6229134,-10.8163929,-10.9123077,-38.1919708,16#0C202000
3.947,13.6149063,13.6086617,-10.8521233,-10.8876925,-37.9512138,16#0C202000
3.948,13.6040363,13.6012602,-10.8877468,-10.9309282,-38.2126122,16#0C202000
3.949,13.5931311,13.5911026,-10.9232635,-11.0442495,-38.4817009,16#0C202000
3.95,13.5821905,13.5787401,-10.9586716,-11.1132078,-38.544075,16#0C202000
3.951,13.5712137,13.5701971,-10.9939718,-11.0503464,-38.8701439,16#0C202000
3.952,13.5602026,13.5586224,-11.0291634,-10.8781233,-39.0480003,16#0C202000
3.953,13.5491562,13.5463781,-11.0642462,-10.6740208,-39.0837326,16#0C202000
3.954,13.5380745,13.5368109,-11.0992203,-10.5343914,-39.3063354,16#0C202000
3.955,13.5269585,13.5266933,-11.1340837,-10.5164156,-39.5805359,16#0C202000
3.956,13.5158072,13.5105515,-11.1688385,-10.6036797,-39.2988663,16#0C202000
3.957,13.5046206,13.5011816,-11.2034826,-10.7941198,-39.3769875,16#0C202000
3.958,13.4933996,13.4918509,-11.2380161,-11.0918674,-39.6570282,16#0C202000
3.959,13.4821453,13.4782286,-11.272438,-11.3949366,-39.631855,16#0C202000
3.96,13.4708557,13.4671659,-11.3067493,-11.5762911,-39.6931801,16#0C202000
3.961,13.4595318,13.4583864,-11.3409491,-11.6134424,-40.0271187,16#0C202000
3.962,13.4481735,13.4435043,-11.3750372,-11.539588,-39.9179001,16#0C202000
3.963,13.4367819,13.4326382,-11.4090128,-11.4167089,-39.9617004,16#0C202000
3.964,13.4253559,13.4223232,-11.4428749,-11.3417206,-40.1449585,16#0C202000
3.965,13.4138966,13.4128742,-11.4766254,-11.3392105,-40.4920731,16#0C202000
3.966,13.4024038,13.3999214,-11.5102615,-11.3272085,-40.5908051,16#0C202000
3.967,13.3908768,13.388504,-11.5437851,-11.2536459,-40.7077141,16#0C202000
3.968,13.3793163,13.3769293,-11.5771942,-11.1716938,-40.8221779,16#0C202000
3.969,13.3677225,13.3650398,-11.6104889,-11.1590958,-40.9076538,16#0C202000
3.97,13.3560953,13.3555117,-11.6436691,-11.2300606,-41.2108116,16#0C202000
3.971,13.3444357,13.3416538,-11.6767349,-11.3347731,-41.2136993,16#0C202000
3.972,13.3327427,13.3288193,-11.7096853,-11.4378414,-41.1557693,16#0C202000
3.973,13.3210163,13.3207092,-11.7425194,-11.5557137,-41.5279274,16#0C202000
3.974,13.3092575,13.3076773,-11.775238,-11.6687689,-41.6577988,16#0C202000
3.975,13.2974663,13.2943306,-11.8078403,-11.7138586,-41.62854,16#0C202000
3.976,13.2856426,13.2827559,-11.8403263,-11.7079649,-41.6878319,16#0C202000
3.977,13.2737856,13.2731104,-11.8726959,-11.7246113,-41.9862099,16#0C202000
3.978,13.2618971,13.2603149,-11.9049473,-11.7605667,-42.1110382,16#0C202000
3.979,13.2499762,13.2455912,-11.9370823,-11.7741556,-41.95644,16#0C202000
3.98,13.2380238,13.2350788,-11.969099,-11.8041143,-42.0622787,16#0C202000
3.981,13.2260389,13.2195673,-12.0009975,-11.9286013,-41.8241959,16#0C202000
3.982,13.2140217,13.208189,-12.0327768,-12.1688728,-41.8034134,16#0C202000
3.983,13.201973,13.1981106,-12.0644388,-12.4658928,-42.0294113,16#0C202000
3.984,13.1898937,13.1814175,-12.0959806,-12.7027206,-41.7471123,16#0C202000
3.985,13.1777821,13.1686621,-12.1274033,-12.822051,-41.5735474,16#0C202000
3.986,13.1656389,13.1602755,-12.1587067,-12.8744078,-41.8864174,16#0C202000
3.987,13.1534643,13.1487408,-12.1898899,-12.8547268,-42.1604004,16#0C202000
3.988,13.1412592,13.1343699,-12.220953,-12.6723108,-42.1404991,16#0C202000
3.989,13.1290236,13.1235828,-12.251895,-12.3437357,-42.3129883,16#0C202000
3.99,13.1167555,13.1144886,-12.2827158,-12.0011568,-42.7587471,16#0C202000
3.991,13.1044579,13.1000786,-12.3134165,-11.7201967,-42.8390884,16#0C202000
3.992,13.0921297,13.0859842,-12.3439951,-11.5314054,-42.7545967,16#0C202000
3.993,13.0797701,13.0765753,-12.3744516,-11.5096779,-43.0396538,16#0C202000
3.994,13.0673809,13.0645275,-12.4047861,-11.6705246,-43.2717056,16#0C202000
3.995,13.0549612,13.0467329,-12.4349985,-11.9180489,-42.9175949,16#0C202000
3.996,13.042511,13.0398426,-12.4650879,-12.1875582,-43.3095398,16#0C202000
3.997,13.0300312,13.0255909,-12.4950542,-12.4468603,-43.3924408,16#0C202000
3.998,13.0175219,13.0100794,-12.5248976,-12.6246796,-43.1872025,16#0C202000
3.999,13.004982,13.0005121,-12.5546169,-12.7098837,-43.4065247,16#0C202000
4,12.9924126,12.9912205,-12.5842123,-12.7331591,-43.8868332,16#0C202000
4.001,12.9798136,12.9746456,-12.6136837,-12.6476679,-43.8031921,16#0C202000
4.002,12.967186,12.9655514,-12.6430311,-12.4356232,-44.1452255,16#0C202000
4.003,12.9545279,12.9540157,-12.6722527,-12.1838436,-44.4845123,16#0C202000
4.004,12.9418411,12.9374018,-12.7013502,-11.9776926,-44.3308334,16#0C202000
4.005,12.9291258,12.9247246,-12.7303219,-11.9046707,-44.2947159,16#0C202000
4.006,12.9163809,12.914134,-12.7591677,-12.0548496,-44.5278053,16#0C202000
4.007,12.9036083,12.8959846,-12.7878876,-12.4014521,-44.1723862,16#0C202000
4.008,12.8908062,12.887599,-12.8164816,-12.8237305,-44.4502907,16#0C202000
4.009,12.8779755,12.8764172,-12.8449497,-13.1789751,-44.8028374,16#0C202000
4.01,12.8651161,12.856575,-12.8732901,-13.3299017,-44.3547745,16#0C202000
4.011,12.8522291,12.8490162,-12.9015036,-13.2827568,-44.6700859,16#0C202000
4.012,12.8393135,12.8365746,-12.9295902,-13.1614056,-44.9271622,16#0C202000
4.013,12.8263702,12.8231106,-12.9575491,-12.9997826,-45.0565872,16#0C202000
4.014,12.8133993,12.8080711,-12.9853792,-12.7930279,-44.9656715,16#0C202000
4.015,12.8003998,12.7935829,-13.0130825,-12.6502695,-44.8102112,16#0C202000
4.016,12.7873735,12.7830315,-13.0406561,-12.7019711,-45.004673,16#0C202000
4.017,12.7743187,12.7675591,-13.0681019,-12.9341879,-44.9119072,16#0C202000
4.018,12.7612371,12.7565746,-13.095418,-13.2092867,-45.1025734,16#0C202000
4.019,12.7481289,12.7438583,-13.1226053,-13.3906326,-45.2811432,16#0C202000
4.02,12.734993,12.7313786,-13.1496639,-13.3973293,-45.4794884,16#0C202000
4.021,12.7218294,12.7160635,-13.1765919,-13.2365799,-45.4150352,16#0C202000
4.022,12.7086401,12.7054329,-13.2033892,-13.0169363,-45.6665878,16#0C202000
4.023,12.6954231,12.6893702,-13.2300568,-12.8631935,-45.5629387,16#0C202000
4.024,12.6821804,12.6755123,-13.2565947,-12.8485155,-45.4827194,16#0C202000
4.025,12.66891,12.6651182,-13.2830009,-12.9892387,-45.7546806,16#0C202000
4.026,12.6556149,12.6539764,-13.3092756,-13.1908321,-46.1484413,16#0C202000
4.027,12.642292,12.6405516,-13.3354197,-13.2650394,-46.3902283,16#0C202000
4.028,12.6289444,12.6249218,-13.3614321,-13.1244154,-46.3376465,16#0C202000
4.029,12.6155701,12.6110239,-13.3873119,-12.9037418,-46.2957687,16#0C202000
4.03,12.60217,12.5989761,-13.4130602,-12.8158808,-46.4416809,16#0C202000
4.031,12.5887442,12.5846462,-13.4386759,-12.9348402,-46.4694328,16#0C202000
4.032,12.5752926,12.5681496,-13.464159,-13.1917963,-46.2233391,16#0C202000
4.033,12.5618162,12.5604725,-13.4895096,-13.4953451,-46.6895905,16#0C202000
4.034,12.5483141,12.5481892,-13.5147266,-13.7117958,-47.0978661,16#0C202000
4.035,12.5347872,12.5316935,-13.5398102,-13.6777277,-47.0680504,16#0C202000
